Mininum: 34    Maximum: 36
Mininum: 36    Maximum: 46
Mininum: 34    Maximum: 50
Mininum: 34    Maximum: 43
Mininum: 41    Maximum: 47
Mininum: 43    Maximum: 45
Mininum: 42    Maximum: 50
Mininum: 37    Maximum: 49
Mininum: 29    Maximum: 37
Mininum: 32    Maximum: 41
Mininum: 34    Maximum: 43
Mininum: 26    Maximum: 36
Mininum: 22    Maximum: 27
Mininum: 27    Maximum: 42
Mininum: 29    Maximum: 42
Mininum: 29    Maximum: 37
Mininum: 36    Maximum: 41
Mininum: 29    Maximum: 36
Mininum: 26    Maximum: 35
Mininum: 21    Maximum: 43
Mininum: 19    Maximum: 26
Mininum: 25    Maximum: 31
Mininum: 24    Maximum: 30
Mininum: 21    Maximum: 32
Mininum: 20    Maximum: 38
Mininum: 17    Maximum: 20
Mininum: 13    Maximum: 28
Mininum: 23    Maximum: 30
Mininum: 23    Maximum: 33
Mininum: 23    Maximum: 37
Mininum: 21    Maximum: 31
Mininum: 21    Maximum: 29
Mininum: 18    Maximum: 33
Mininum: 18    Maximum: 24
Mininum: 18    Maximum: 28
Mininum: 10    Maximum: 27
Mininum: 27    Maximum: 37
Mininum: 22    Maximum: 31
Mininum: 17    Maximum: 26
Mininum: 14    Maximum: 30
Mininum: 14    Maximum: 35
Mininum: 8    Maximum: 19
Mininum: 18    Maximum: 21
Mininum: 13    Maximum: 24
Mininum: 21    Maximum: 24
Mininum: 19    Maximum: 26
Mininum: 21    Maximum: 29
Mininum: 19    Maximum: 27
Mininum: 21    Maximum: 29
Mininum: 15    Maximum: 29
Mininum: 11    Maximum: 30
Mininum: 21    Maximum: 33
Mininum: 9    Maximum: 21
Mininum: 20    Maximum: 30
Mininum: 11    Maximum: 32
Mininum: 10    Maximum: 25
Mininum: 16    Maximum: 30
Mininum: 10    Maximum: 21
Mininum: 10    Maximum: 23
Mininum: 13    Maximum: 28
Mininum: 10    Maximum: 26
Mininum: 24    Maximum: 28
Mininum: 25    Maximum: 32
Mininum: 25    Maximum: 30
Mininum: 26    Maximum: 38
Mininum: 26    Maximum: 33
Mininum: 15    Maximum: 35
Mininum: 15    Maximum: 23
Mininum: 23    Maximum: 28
Mininum: 17    Maximum: 32
Mininum: 10    Maximum: 19
Mininum: 18    Maximum: 21
Mininum: 10    Maximum: 19
Mininum: 10    Maximum: 15
Mininum: 9    Maximum: 25
Mininum: 22    Maximum: 28
Mininum: 19    Maximum: 31
Mininum: 19    Maximum: 24
Mininum: 18    Maximum: 25
Mininum: 14    Maximum: 22
Mininum: 12    Maximum: 21
Mininum: 1    Maximum: 16
Mininum: 11    Maximum: 18
Mininum: 7    Maximum: 23
Mininum: 12    Maximum: 25
Mininum: 12    Maximum: 14
Mininum: 10    Maximum: 24
Mininum: 23    Maximum: 29
Mininum: 18    Maximum: 23
Mininum: 17    Maximum: 32
Mininum: 24    Maximum: 43
Mininum: 14    Maximum: 24
Mininum: 6    Maximum: 32
Mininum: 25    Maximum: 32
Mininum: 17    Maximum: 34
Mininum: 17    Maximum: 34
Mininum: 16    Maximum: 37
Mininum: 11    Maximum: 34
Mininum: 19    Maximum: 37
Mininum: 16    Maximum: 25
Mininum: 9    Maximum: 35
Mininum: 18    Maximum: 39
Mininum: 18    Maximum: 28
Mininum: 18    Maximum: 34
Mininum: 16    Maximum: 19
Mininum: 16    Maximum: 25
Mininum: 23    Maximum: 33
Mininum: 23    Maximum: 34
Mininum: 28    Maximum: 37
Mininum: 28    Maximum: 36
Mininum: 29    Maximum: 33
Mininum: 25    Maximum: 40
Mininum: 20    Maximum: 25
Mininum: 20    Maximum: 39
Mininum: 26    Maximum: 39
Mininum: 26    Maximum: 35
Mininum: 21    Maximum: 37
Mininum: 21    Maximum: 34
Mininum: 30    Maximum: 38
Mininum: 24    Maximum: 38
Mininum: 20    Maximum: 38
Mininum: 32    Maximum: 40
Mininum: 26    Maximum: 32
Mininum: 27    Maximum: 31
Mininum: 21    Maximum: 30
Mininum: 18    Maximum: 45
Mininum: 43    Maximum: 45
Mininum: 31    Maximum: 49
Mininum: 27    Maximum: 42
Mininum: 31    Maximum: 47
Mininum: 30    Maximum: 41
Mininum: 33    Maximum: 41
Mininum: 28    Maximum: 43
Mininum: 24    Maximum: 41
Mininum: 30    Maximum: 46
Mininum: 30    Maximum: 35
Mininum: 31    Maximum: 35
Mininum: 35    Maximum: 46
Mininum: 39    Maximum: 46
Mininum: 31    Maximum: 42
Mininum: 30    Maximum: 44
Mininum: 42    Maximum: 50
Mininum: 34    Maximum: 45
Mininum: 32    Maximum: 45
Mininum: 41    Maximum: 50
Mininum: 36    Maximum: 41
Mininum: 36    Maximum: 46
Mininum: 41    Maximum: 48
Mininum: 37    Maximum: 44
Mininum: 30    Maximum: 44
Mininum: 37    Maximum: 51
Mininum: 35    Maximum: 49
Mininum: 45    Maximum: 52
Mininum: 45    Maximum: 48
Mininum: 44    Maximum: 59
Mininum: 50    Maximum: 59
Mininum: 45    Maximum: 57
Mininum: 42    Maximum: 56
Mininum: 49    Maximum: 56
Mininum: 43    Maximum: 52
Mininum: 45    Maximum: 52
Mininum: 49    Maximum: 56
Mininum: 49    Maximum: 57
Mininum: 57    Maximum: 61
Mininum: 51    Maximum: 61
Mininum: 49    Maximum: 52
Mininum: 52    Maximum: 59
Mininum: 56    Maximum: 64
Mininum: 53    Maximum: 60
Mininum: 53    Maximum: 57
Mininum: 52    Maximum: 62
Mininum: 52    Maximum: 68
Mininum: 48    Maximum: 67
Mininum: 60    Maximum: 70
Mininum: 60    Maximum: 67
Mininum: 65    Maximum: 72
Mininum: 54    Maximum: 69
Mininum: 48    Maximum: 71
Mininum: 52    Maximum: 80
Mininum: 52    Maximum: 66
Mininum: 58    Maximum: 71
Mininum: 55    Maximum: 61
Mininum: 54    Maximum: 73
Mininum: 62    Maximum: 79
Mininum: 60    Maximum: 69
Mininum: 57    Maximum: 72
Mininum: 57    Maximum: 70
Mininum: 57    Maximum: 72
Mininum: 50    Maximum: 68
Mininum: 58    Maximum: 70
Mininum: 58    Maximum: 64
Mininum: 59    Maximum: 66
Mininum: 65    Maximum: 76
Mininum: 64    Maximum: 78
Mininum: 63    Maximum: 70
Mininum: 60    Maximum: 64
Mininum: 60    Maximum: 79
Mininum: 69    Maximum: 86
Mininum: 68    Maximum: 76
Mininum: 66    Maximum: 74
Mininum: 66    Maximum: 71
Mininum: 66    Maximum: 75
Mininum: 69    Maximum: 80
Mininum: 66    Maximum: 69
Mininum: 66    Maximum: 82
Mininum: 68    Maximum: 86
Mininum: 68    Maximum: 72
Mininum: 72    Maximum: 78
Mininum: 76    Maximum: 83
Mininum: 74    Maximum: 87
Mininum: 67    Maximum: 75
Mininum: 71    Maximum: 77
Mininum: 70    Maximum: 82
Mininum: 70    Maximum: 84
Mininum: 75    Maximum: 86
Mininum: 71    Maximum: 79
Mininum: 74    Maximum: 87
Mininum: 67    Maximum: 79
Mininum: 67    Maximum: 77
Mininum: 74    Maximum: 82
Mininum: 67    Maximum: 77
Mininum: 59    Maximum: 76
Mininum: 69    Maximum: 81
Mininum: 75    Maximum: 84
Mininum: 70    Maximum: 81
Mininum: 67    Maximum: 70
Mininum: 70    Maximum: 81
Mininum: 77    Maximum: 88
Mininum: 86    Maximum: 93
Mininum: 79    Maximum: 90
Mininum: 79    Maximum: 82
Mininum: 71    Maximum: 87
Mininum: 67    Maximum: 76
Mininum: 76    Maximum: 86
Mininum: 72    Maximum: 88
Mininum: 72    Maximum: 82
Mininum: 75    Maximum: 81
Mininum: 71    Maximum: 82
Mininum: 71    Maximum: 78
Mininum: 64    Maximum: 76
Mininum: 71    Maximum: 78
Mininum: 78    Maximum: 86
Mininum: 79    Maximum: 89
Mininum: 76    Maximum: 92
Mininum: 74    Maximum: 86
Mininum: 82    Maximum: 89
Mininum: 79    Maximum: 88
Mininum: 79    Maximum: 85
Mininum: 73    Maximum: 94
Mininum: 71    Maximum: 82
Mininum: 71    Maximum: 80
Mininum: 0    Maximum: 78
